sampleid	Taxon	Superkingdom	Phyllum	Class	Order	Family	Genus	Species
G003231495	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__RCC1774; s__RCC1774 sp003231495"	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	RCC1774	RCC1774 sp003231495
G003231675	"d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA9983; g__SZUA-82; s__SZUA-82 sp003231675"	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9983	SZUA-82	SZUA-82 sp003231675
G003231925	"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__SZUA-47; g__SZUA-47; s__SZUA-47 sp003231925"	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	SZUA-47	SZUA-47	SZUA-47 sp003231925
G003231955	"d__Bacteria; p__Patescibacteria; c__ABY1; o__SG8-24; f__2-12-FULL-60-25; g__SZUA-46; s__SZUA-46 sp003231955"	Bacteria	Patescibacteria	ABY1	SG8-24	2-12-FULL-60-25	SZUA-46	SZUA-46 sp003231955
G003232135	"d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales; f__UBA9579; g__GWF2-37-15; s__"	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	UBA9579	GWF2-37-15	
G003232325	"d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__2-01-FULL-51-21; g__2-01-FULL-51-21; s__"	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	2-01-FULL-51-21	2-01-FULL-51-21	
G003232775	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Henriciella; s__"	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	
G003232855	"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__DEV007; g__SZUA-55; s__SZUA-55 sp003232855"	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	SZUA-55	SZUA-55 sp003232855
G003232955	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__; g__; s__"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales			
G003232965	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__SZUA-36; g__SZUA-51; s__SZUA-51 sp003232965"	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	SZUA-36	SZUA-51	SZUA-51 sp003232965
G003233115	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__SZUA-36; g__SZUA-36; s__SZUA-36 sp003233115"	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	SZUA-36	SZUA-36	SZUA-36 sp003233115
G003233415	"d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__; g__; s__"	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A			
G003233455	"d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__Zambryskibacteraceae_A; g__WO2-35-19; s__WO2-35-19 sp003233455"	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	Zambryskibacteraceae_A	WO2-35-19	WO2-35-19 sp003233455
G003233725	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Mesonia; s__Mesonia sp003233725"	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia sp003233725
G003234935	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Putridiphycobacter; s__Putridiphycobacter roseus"	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Putridiphycobacter	Putridiphycobacter roseus
G003234965	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aestuariivirgaceae; g__Aestuariivirga; s__Aestuariivirga litoralis"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	Aestuariivirga litoralis
G003235325	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Porticoccaceae; g__SZUA-272; s__SZUA-272 sp003235325"	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	SZUA-272	SZUA-272 sp003235325
G003235555	"d__Bacteria; p__Bacteroidota; c__UBA10030; o__UBA10030; f__SZUA-254; g__SZUA-254; s__SZUA-254 sp003235555"	Bacteria	Bacteroidota	UBA10030	UBA10030	SZUA-254	SZUA-254	SZUA-254 sp003235555
G003235575	"d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__SZUA-252; f__SZUA-252; g__SZUA-252; s__SZUA-252 sp003235575"	Bacteria	Eisenbacteria	RBG-16-71-46	SZUA-252	SZUA-252	SZUA-252	SZUA-252 sp003235575
G003235715	"d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__SZUA-242; f__SZUA-242; g__SZUA-242; s__SZUA-242 sp003235715"	Bacteria	Nitrospirota	Thermodesulfovibrionia	SZUA-242	SZUA-242	SZUA-242	SZUA-242 sp003235715
G003236095	"d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__"	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	
G003236175	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavipsychrobacter; s__Flavipsychrobacter soli"	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter soli
G003240835	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__; g__; s__"	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales			
G003241285	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__Micavibrio_B; s__Micavibrio_B aeruginosavorus_A"	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Micavibrio_B	Micavibrio_B aeruginosavorus_A
G003242275	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__ZC4RG30; s__ZC4RG30 sp003242275"	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	ZC4RG30	ZC4RG30 sp003242275
G003242425	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__ZC4RG42; s__ZC4RG42 sp003242425"	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-39	ZC4RG42	ZC4RG42 sp003242425
G003242575	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__ZC4RG25; s__ZC4RG25 sp002919265"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	ZC4RG25	ZC4RG25 sp002919265
G003242685	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__ZC4RG24; s__ZC4RG24 sp003242685"	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	ZC4RG24	ZC4RG24 sp003242685
G003242885	"d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__QKMZ01; s__QKMZ01 sp003242885"	Bacteria	Cyanobacteria	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	QKMZ01	QKMZ01 sp003242885
G003242895	"d__Bacteria; p__Margulisbacteria; c__Riflemargulisbacteria; o__GWF2-39-127; f__GWF2-39-127; g__GWF2-39-127; s__GWF2-39-127 sp003242895"	Bacteria	Margulisbacteria	Riflemargulisbacteria	GWF2-39-127	GWF2-39-127	GWF2-39-127	GWF2-39-127 sp003242895
G003243265	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__ELB16-189; s__"	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	
G003244185	"d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__Dormibacterales; f__Dormibacteraceae; g__Dormibacter; s__Dormibacter sp003244185"	Bacteria	Dormibacterota	Dormibacteria	Dormibacterales	Dormibacteraceae	Dormibacter	Dormibacter sp003244185
G003245365	"d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter_D; s__Helicobacter_D valdiviensis"	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	Helicobacter_D valdiviensis
G003245435	"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__UBA5794; f__UBA5794; g__SZUA-442; s__SZUA-442 sp003235475"	Bacteria	Actinobacteriota	Acidimicrobiia	UBA5794	UBA5794	SZUA-442	SZUA-442 sp003235475
G003245715	"d__Bacteria; p__Planctomycetota; c__SZUA-567; o__SZUA-567; f__SZUA-567; g__SZUA-421; s__SZUA-421 sp003245715"	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421 sp003245715
G003245875	"d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA918; g__OLB19; s__OLB19 sp003245875"	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA918	OLB19	OLB19 sp003245875
G003246575	"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__SZUA-359; s__SZUA-359 sp003246575"	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	SZUA-359	SZUA-359 sp003246575
G003247275	"d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1400; f__RBG-16-45-19; g__SZUA-360; s__SZUA-360 sp003247275"	Bacteria	Patescibacteria	Microgenomatia	UBA1400	RBG-16-45-19	SZUA-360	SZUA-360 sp003247275
G003248015	"d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus salaria"	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus salaria
G003248125	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__SZUA-521; s__SZUA-521 sp003248125"	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	SZUA-521	SZUA-521 sp003248125
G003249025	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__ULC077BIN1; s__ULC077BIN1 sp003249025"	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	ULC077BIN1	ULC077BIN1 sp003249025
G003249095	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae_A; g__Snowella; s__Snowella sp003249095"	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae_A	Snowella	Snowella sp003249095
G003249785	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__UBA2284; s__UBA2284 sp003249785"	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	UBA2284	UBA2284 sp003249785
G003250375	"d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA12405; f__UBA12405; g__SZUA-533; s__SZUA-533 sp003250375"	Bacteria	Patescibacteria	Microgenomatia	UBA12405	UBA12405	SZUA-533	SZUA-533 sp003250375
G003251015	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__SZUA-582; s__SZUA-582 sp003251015"	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	SZUA-582	SZUA-582 sp003251015
G003251635	"d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Moranbacterales; f__GWC2-37-73; g__SZUA-486; s__SZUA-486 sp003251635"	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	GWC2-37-73	SZUA-486	SZUA-486 sp003251635
G003251875	"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__GCA-2746885; s__"	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885	
G003252535	"d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae; g__SZUA-451; s__SZUA-451 sp003252535"	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	SZUA-451	SZUA-451 sp003252535
G003253485	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Algoriphagus; s__Algoriphagus aquaeductus"	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus aquaeductus
G003253545	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Mesonia; s__Mesonia algae"	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia algae
G003253705	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Humitalea; s__Humitalea rosea"	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Humitalea	Humitalea rosea
G003253995	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Palleronia; s__Palleronia aestuarii"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Palleronia	Palleronia aestuarii
G003254465	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Fluviibacterium; s__Fluviibacterium sp003254465"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Fluviibacterium	Fluviibacterium sp003254465
G003254475	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__Phenylobacterium soli"	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium soli
G003258725	"d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales; f__Gastranaerophilaceae; g__UBA6984; s__UBA6984 sp003258725"	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA6984	UBA6984 sp003258725
G003258795	"d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales; f__Gastranaerophilaceae; g__QHMH01; s__QHMH01 sp003258795"	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	QHMH01	QHMH01 sp003258795
G003258835	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodobiaceae; g__Rhodobium; s__Rhodobium orientis"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium	Rhodobium orientis
G003259335	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__Chitinophaga skermanii"	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga skermanii
G003260015	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Nakamurellaceae; g__Nakamurella; s__Nakamurella deserti"	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Nakamurellaceae	Nakamurella	Nakamurella deserti
G003260275	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__OACT-916; s__OACT-916 sp003260275"	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	OACT-916	OACT-916 sp003260275
G003260345	"d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__BD1-5; f__UBA2023; g__GN02-873; s__GN02-873 sp003260345"	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA2023	GN02-873	GN02-873 sp003260345
G003260355	"d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__Absconditabacterales; f__X112; g__HOT-345; s__HOT-345 sp003260355"	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	X112	HOT-345	HOT-345 sp003260355
G003260995	"d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Acetobacterium; s__Acetobacterium sp003260995"	Bacteria	Firmicutes_A	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium	Acetobacterium sp003260995
G003263805	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio marisflavi"	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio marisflavi
G003265155	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmoidaceae; g__Eperythrozoon_A; s__"	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Eperythrozoon_A	
G003265305	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Alloprevotella; s__Alloprevotella sp003265305"	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp003265305
G003265895	"d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__GCA-2716485; f__AG-410-N11; g__AG-410-N11; s__AG-410-N11 sp003265895"	Bacteria	Margulisbacteria	Marinamargulisbacteria	GCA-2716485	AG-410-N11	AG-410-N11	AG-410-N11 sp003265895
G003265975	"d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__GCA-2716485; f__AAA071-K20; g__AAA071-K20; s__AAA071-K20 sp003265975"	Bacteria	Margulisbacteria	Marinamargulisbacteria	GCA-2716485	AAA071-K20	AAA071-K20	AAA071-K20 sp003265975
G003268005	"d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera; s__Methanosphaera sp003268005"	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp003268005
G003268275	"d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Hydrogeniiclostridium; s__Hydrogeniiclostridium mannosilyticum"	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	Hydrogeniiclostridium mannosilyticum
G003269315	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas_E; s__Pseudomonas_E chengduensis_A"	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E chengduensis_A
G003278095	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__AAA536-G10; g__AAA536-G10; s__AAA536-G10 sp003278095"	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	AAA536-G10	AAA536-G10	AAA536-G10 sp003278095
G003278145	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_B; f__MED-G09; g__MED-G09; s__MED-G09 sp003278145"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_B	MED-G09	MED-G09	MED-G09 sp003278145
G003278175	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-K07; s__AG-363-K07 sp003278175"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-K07	AG-363-K07 sp003278175
G003278195	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-P08; s__AG-363-P08 sp003278195"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-P08	AG-363-P08 sp003278195
G003278345	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus; s__Prochlorococcus sp003278345"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus	Prochlorococcus sp003278345
G003279445	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus; s__Prochlorococcus sp003279445"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus	Prochlorococcus sp003279445
G003279605	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86; f__AG-339-G14; g__MEDG-81; s__MEDG-81 sp003279605"	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	AG-339-G14	MEDG-81	MEDG-81 sp003279605
G003280025	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A; s__Prochlorococcus_A sp003280025"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	Prochlorococcus_A sp003280025
G003280055	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-P08; s__AG-363-P08 sp003280055"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-P08	AG-363-P08 sp003280055
G003280085	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-O06; s__AG-363-O06 sp003280085"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-O06	AG-363-O06 sp003280085
G003280095	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-J23; s__AG-363-J23 sp003280095"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-J23	AG-363-J23 sp003280095
G003280105	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-N20; s__AG-363-N20 sp003280105"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-N20	AG-363-N20 sp003280105
G003280135	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-N16; s__AG-363-N16 sp003280135"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-N16	AG-363-N16 sp003280135
G003280225	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-K07; s__AG-363-K07 sp003280225"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-K07	AG-363-K07 sp003280225
G003280245	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__AG-363-J23; s__AG-363-J23 sp003280245"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	AG-363-J23	AG-363-J23 sp003280245
G003280375	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__; s__"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae		
G003280455	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86; f__TMED112; g__TMED112; s__TMED112 sp003280455"	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	TMED112	TMED112	TMED112 sp003280455
G003280605	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Thalassobaculales; f__Thalassobaculaceae; g__TMED26; s__TMED26 sp003280605"	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	TMED26	TMED26 sp003280605
G003282445	"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__Actinomarinaceae; g__Actinomarina; s__Actinomarina sp003282445"	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	Actinomarina sp003282445
G003282865	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__Puniceispirillaceae; g__UBA3439; s__UBA3439 sp003282865"	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA3439	UBA3439 sp003282865
G003282905	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter sp014654265"	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp014654265
G003284145	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_B; s__"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_B	
G003284185	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_B; s__Prochlorococcus_B sp003284185"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_B	Prochlorococcus_B sp003284185
G003285105	"d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__MEBIC09517; g__MEBICO9517; s__MEBICO9517 sp003285105"	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	MEBIC09517	MEBICO9517	MEBICO9517 sp003285105
G003285565	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium heidelbergense"	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium heidelbergense
G003286125	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Algibacillus; s__Algibacillus agarilyticus"	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Algibacillus	Algibacillus agarilyticus
